Nombre_remitente,Email_remitente,Nombre_destinatario,Email_destinatario,Asunto,Contenido,Fecha,Message-ID
Raúl Robledo Alcalde,raúl.robledo.alcalde@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,trato poco amable por parte del personal del tren,"Quisiera explicar lo que ocurrió durante mi último viaje: trato poco amable por parte del personal del tren. Esto generó bastante estrés ya que tenía compromisos importantes después. A causa de ello, llegué mucho más tarde de lo previsto. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Raúl Robledo Alcalde Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-06-10 09:42,dc59a9e3-3af9-4ca1-a5cd-4949dbfd63a8
Gervasio Nebot Revilla,gervasio.nebot.revilla@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso de más de 15 minutos sin ningún anuncio,"He experimentado un inconveniente durante mi viaje que deseo compartir: un retraso de más de 15 minutos sin ningún anuncio. Fue un inconveniente serio porque no recibí información clara en ningún momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Gervasio Nebot Revilla Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-12-01 16:07,033f97c9-6e1c-46fa-9a21-ece1502ab62a
Elena Cadenas Revilla,elena.cadenas.revilla@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,haber perdido una mochila,"Les escribo para informar de algo que me sucedió en el trayecto: haber perdido una mochila. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Esto provocó gastos adicionales que no debería haber tenido. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Elena Cadenas Revilla Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-10-28 14:15,703b0543-9527-46aa-ba4d-af37918783cf
Valentín Eladio Ruiz Adán,valentín.eladio.ruiz.adán@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,haber perdido una mochila,"Tuve un problema durante el viaje y considero necesario notificarlo: haber perdido una mochila. La situación fue especialmente problemática porque afectó toda mi organización. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Valentín Eladio Ruiz Adán Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-07-12 06:18,0855f821-ed27-4ce1-a1a1-213bd974242c
Irma Haro Canet,irma.haro.canet@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso de más de 15 minutos sin ningún anuncio,"Quiero detallar un problema que tuve recientemente en el tren: un retraso de más de 15 minutos sin ningún anuncio. Fue un inconveniente serio porque no recibí información clara en ningún momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Irma Haro Canet Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-08-24 06:28,ca9ba701-6724-42a2-a8fe-9c35591dfc2f
Pelayo Jose Manuel Bayona Diez,pelayo.jose.manuel.bayona.diez@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso porque el tren estuvo esperando conexiones,"He experimentado un inconveniente durante mi viaje que deseo compartir: un retraso porque el tren estuvo esperando conexiones. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Esto provocó gastos adicionales que no debería haber tenido. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Pelayo Jose Manuel Bayona Diez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-06-01 17:10,0df234f3-8b35-4f12-b7e5-2ed68fa58131
Mayte Salvà Pizarro,mayte.salvà.pizarro@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un vagón reservado que no formaba parte del tren,"Quisiera explicar lo que ocurrió durante mi último viaje: un vagón reservado que no formaba parte del tren. Fue un inconveniente serio porque no recibí información clara en ningún momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial,
Mayte Salvà Pizarro Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-04-21 14:04,83417507-97f8-4638-8001-b4bc5fa47b71
Guadalupe Maximiliano Barreda Lozano,guadalupe.maximiliano.barreda.lozano@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso de más de 15 minutos sin ningún anuncio,"Me gustaría relatarles una situación que me afectó bastante: un retraso de más de 15 minutos sin ningún anuncio. El problema se agravó porque no había alternativas evidentes en ese momento. Tuve que reorganizar citas y generar cambios de última hora. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Guadalupe Maximiliano Barreda Lozano Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-04-05 21:05,e2512432-898d-4859-aa4e-eb4ec04b9336
Eugenia Font Ródenas,eugenia.font.ródenas@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso debido al embarque lento por exceso de pasajeros,"Me dirijo a ustedes para describir un incidente ocurrido en el tren: un retraso debido al embarque lento por exceso de pasajeros. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Eugenia Font Ródenas Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-01-15 14:54,40cbc783-ffa1-46e0-9b2e-db9b815faff3
Cándida Alarcón-Moya,cándida.alarcón-moya@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,una duda sobre compensación por retraso,"Tuve un problema durante el viaje y considero necesario notificarlo: una duda sobre compensación por retraso. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial,
Cándida Alarcón-Moya Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-09-22 14:42,fe72679a-c529-43ff-9d4f-7c4a887c491c
Eulalia de Reguera,eulalia.de.reguera@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,aire acondicionado roto y demasiado calor,"En mi último trayecto ocurrió algo que considero importante comunicar: aire acondicionado roto y demasiado calor. La situación fue especialmente problemática porque afectó toda mi organización. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Eulalia de Reguera Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-11-10 19:00,272dc949-9ecd-4f55-be99-be243f271940
Primitiva Rosselló Valderrama,primitiva.rosselló.valderrama@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso causado por problemas técnicos en el tren,"Quisiera explicar lo que ocurrió durante mi último viaje: un retraso causado por problemas técnicos en el tren. La situación fue especialmente problemática porque afectó toda mi organización. A causa de ello, llegué mucho más tarde de lo previsto. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Primitiva Rosselló Valderrama Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2025-07-09 19:18,446b97c9-636c-4e19-8339-384bafa34879
Carmina Zabala Alcolea,carmina.zabala.alcolea@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso de más de 30 minutos pese a que se había informado puntualidad,"Me pongo en contacto porque he vivido una situación complicada: un retraso de más de 30 minutos pese a que se había informado puntualidad. La situación fue especialmente problemática porque afectó toda mi organización. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial,
Carmina Zabala Alcolea Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-11-06 15:47,d721bdd6-b8a6-411d-aa52-952c875623cb
Che del Villalba,che.del.villalba@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,una sugerencia para mejorar la información sobre retrasos,"En mi último trayecto ocurrió algo que considero importante comunicar: una sugerencia para mejorar la información sobre retrasos. El problema se agravó porque no había alternativas evidentes en ese momento. Esto provocó gastos adicionales que no debería haber tenido. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial,
Che del Villalba Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2023-10-11 18:32,7defbc75-1e64-4bb5-b025-31e0a00264f4
Rodolfo Giralt Jódar,rodolfo.giralt.jódar@correo.es,Servicio de Atención al Cliente de Renfe,atencion@renfe.es,un retraso porque no había maquinista disponible,"Me gustaría relatarles una situación que me afectó bastante: un retraso porque no había maquinista disponible. La situación fue especialmente problemática porque afectó toda mi organización. A causa de ello, llegué mucho más tarde de lo previsto. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial,
Rodolfo Giralt Jódar Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.",2024-02-10 13:55,11536cb6-24a1-47f6-9bea-37be23d9f72e
